year,area,area_name,ptypeb,racecomp,scenario,model,pop,base,lf
2024,55,Wisconsin,Total,Total,Partial emp.,Sliding scale,791635.6242,24021.76193,0.03318203
2024,55,Wisconsin,Total,Total,Partial emp.,Fixed (7%),791635.6242,18027.07927,0.0251093
2024,55,Wisconsin,Total,Total,Max emp.,Sliding scale,791635.6242,16652.35255,0.02323899
2024,55,Wisconsin,Total,Total,Max emp.,Fixed (7%),791635.6242,12035.62052,0.01690508
2024,56,Wyoming,Total,Total,Universal,Sliding scale,88560.60682,2563.66752,0.0321035
2024,56,Wyoming,Total,Total,Universal,Fixed (7%),88560.60682,1774.514905,0.02244313
2024,56,Wyoming,Total,Total,Partial emp.,Sliding scale,88560.60682,2437.245614,0.03056877
2024,56,Wyoming,Total,Total,Partial emp.,Fixed (7%),88560.60682,1656.156852,0.0209776
2024,56,Wyoming,Total,Total,Max emp.,Sliding scale,88560.60682,1340.389069,0.01704613
2024,56,Wyoming,Total,Total,Max emp.,Fixed (7%),88560.60682,877.223414,0.01122201
2024,99999,United States,Total,Total,Universal,Sliding scale,46100648.56,1349158.053,0.03342112
2024,99999,United States,Total,Total,Universal,Fixed (7%),46100648.56,977274.9683,0.02443398
2024,99999,United States,Total,Total,Partial emp.,Sliding scale,46100648.56,1263150.219,0.03135735
2024,99999,United States,Total,Total,Partial emp.,Fixed (7%),46100648.56,899245.1415,0.02252702
2024,99999,United States,Total,Total,Max emp.,Sliding scale,46100648.56,778128.9071,0.01955225
2024,99999,United States,Total,Total,Max emp.,Fixed (7%),46100648.56,532085.4219,0.01345302
2024,1,Alabama,Total,White,Universal,Sliding scale,434707.4003,12043.0641,0.03222187
2024,1,Alabama,Total,White,Universal,Fixed (7%),434707.4003,7413.719745,0.02008458
2024,1,Alabama,Total,White,Partial emp.,Sliding scale,434707.4003,11274.53613,0.03022779
2024,1,Alabama,Total,White,Partial emp.,Fixed (7%),434707.4003,6731.634845,0.0182705
2024,1,Alabama,Total,White,Max emp.,Sliding scale,434707.4003,6680.550524,0.01813436
2024,1,Alabama,Total,White,Max emp.,Fixed (7%),434707.4003,3781.201219,0.0103455
2024,2,Alaska,Total,White,Universal,Sliding scale,58969.99994,1969.872223,0.03919764
2024,2,Alaska,Total,White,Universal,Fixed (7%),58969.99994,1372.22341,0.02763391
2024,2,Alaska,Total,White,Partial emp.,Sliding scale,58969.99994,1791.925007,0.03578345
2024,2,Alaska,Total,White,Partial emp.,Fixed (7%),58969.99994,1240.180284,0.02504141
2024,2,Alaska,Total,White,Max emp.,Sliding scale,58969.99994,1011.290735,0.02051454
2024,2,Alaska,Total,White,Max emp.,Fixed (7%),58969.99994,663.1231032,0.01354747
2024,4,Arizona,Total,White,Universal,Sliding scale,428915.4164,15096.16173,0.03992483
2024,4,Arizona,Total,White,Universal,Fixed (7%),428915.4164,10878.11284,0.02909391
2024,4,Arizona,Total,White,Partial emp.,Sliding scale,428915.4164,14439.44531,0.03825445
2024,4,Arizona,Total,White,Partial emp.,Fixed (7%),428915.4164,10300.62795,0.02759202
2024,4,Arizona,Total,White,Max emp.,Sliding scale,428915.4164,8768.729264,0.02358534
2024,4,Arizona,Total,White,Max emp.,Fixed (7%),428915.4164,6027.944597,0.01633384
2024,5,Arkansas,Total,White,Universal,Sliding scale,284793.2679,9085.284333,0.03743761
2024,5,Arkansas,Total,White,Universal,Fixed (7%),284793.2679,6058.091773,0.02527883
2024,5,Arkansas,Total,White,Partial emp.,Sliding scale,284793.2679,8537.038637,0.03525811
2024,5,Arkansas,Total,White,Partial emp.,Fixed (7%),284793.2679,5578.143826,0.02332284
2024,5,Arkansas,Total,White,Max emp.,Sliding scale,284793.2679,4806.258476,0.02016057
2024,5,Arkansas,Total,White,Max emp.,Fixed (7%),284793.2679,2970.04144,0.01255498
2024,6,California,Total,White,Universal,Sliding scale,1563097.463,52474.73625,0.03804883
2024,6,California,Total,White,Universal,Fixed (7%),1563097.463,41013.00503,0.02998728
2024,6,California,Total,White,Partial emp.,Sliding scale,1563097.463,49683.90677,0.03609828
2024,6,California,Total,White,Partial emp.,Fixed (7%),1563097.463,38433.43466,0.02815429
2024,6,California,Total,White,Max emp.,Sliding scale,1563097.463,29149.8589,0.02149985
2024,6,California,Total,White,Max emp.,Fixed (7%),1563097.463,21989.34998,0.01630463
2024,8,Colorado,Total,White,Universal,Sliding scale,509044.6237,17431.69447,0.03731186
2024,8,Colorado,Total,White,Universal,Fixed (7%),509044.6237,13086.27246,0.02827363
2024,8,Colorado,Total,White,Partial emp.,Sliding scale,509044.6237,16896.84177,0.03620848
2024,8,Colorado,Total,White,Partial emp.,Fixed (7%),509044.6237,12589.92501,0.02723045
2024,8,Colorado,Total,White,Max emp.,Sliding scale,509044.6237,11346.36186,0.02460696
2024,8,Colorado,Total,White,Max emp.,Fixed (7%),509044.6237,8191.910617,0.01788825
2024,9,Connecticut,Total,White,Universal,Sliding scale,274044.0001,7330.874425,0.02897168
2024,9,Connecticut,Total,White,Universal,Fixed (7%),274044.0001,5231.787631,0.02084903
2024,9,Connecticut,Total,White,Partial emp.,Sliding scale,274044.0001,7112.127583,0.02813151
2024,9,Connecticut,Total,White,Partial emp.,Fixed (7%),274044.0001,5035.571985,0.0200828
2024,9,Connecticut,Total,White,Max emp.,Sliding scale,274044.0001,5016.032441,0.02000643
2024,9,Connecticut,Total,White,Max emp.,Fixed (7%),274044.0001,3444.629231,0.01382554
2024,10,Delaware,Total,White,Universal,Sliding scale,69581,1340.824156,0.02158691
2024,10,Delaware,Total,White,Universal,Fixed (7%),69581,803.544542,0.01304974
2024,10,Delaware,Total,White,Partial emp.,Sliding scale,69581,1249.648841,0.02014859
2024,10,Delaware,Total,White,Partial emp.,Fixed (7%),69581,724.991947,0.01178906
2024,10,Delaware,Total,White,Max emp.,Sliding scale,69581,832.2271354,0.01350925
2024,10,Delaware,Total,White,Max emp.,Fixed (7%),69581,438.5061176,0.0071639
2024,11,District of Columbia,Total,White,Universal,Sliding scale,30897,864.9631398,0.02874877
2024,11,District of Columbia,Total,White,Universal,Fixed (7%),30897,749.318594,0.02500119
2024,11,District of Columbia,Total,White,Partial emp.,Sliding scale,30897,856.8424624,0.02848655
2024,11,District of Columbia,Total,White,Partial emp.,Fixed (7%),30897,741.2237415,0.02473778
2024,11,District of Columbia,Total,White,Max emp.,Sliding scale,30897,619.5765884,0.02076219
2024,11,District of Columbia,Total,White,Max emp.,Fixed (7%),30897,541.147909,0.01818181
2024,12,Florida,Total,White,Universal,Sliding scale,1192565.47,34143.33991,0.03284037
2024,12,Florida,Total,White,Universal,Fixed (7%),1192565.47,23357.11308,0.02270128
2024,12,Florida,Total,White,Partial emp.,Sliding scale,1192565.47,32215.34513,0.03104352
2024,12,Florida,Total,White,Partial emp.,Fixed (7%),1192565.47,21622.65913,0.02105102
2024,12,Florida,Total,White,Max emp.,Sliding scale,1192565.47,19053.47199,0.01859627
2024,12,Florida,Total,White,Max emp.,Fixed (7%),1192565.47,12137.92575,0.01192717
2024,13,Georgia,Total,White,Universal,Sliding scale,728992.0824,15051.29727,0.02386234
2024,13,Georgia,Total,White,Universal,Fixed (7%),728992.0824,8407.088822,0.0134705
2024,13,Georgia,Total,White,Partial emp.,Sliding scale,728992.0824,14398.74687,0.02285142
2024,13,Georgia,Total,White,Partial emp.,Fixed (7%),728992.0824,7838.806828,0.0125714
2024,13,Georgia,Total,White,Max emp.,Sliding scale,728992.0824,8719.647352,0.01396431
2024,13,Georgia,Total,White,Max emp.,Fixed (7%),728992.0824,4373.017799,0.00705238
2024,15,Hawaii,Total,White,Universal,Sliding scale,39215.99995,982.6459611,0.03017431
2024,15,Hawaii,Total,White,Universal,Fixed (7%),39215.99995,729.0981145,0.02256425
2024,15,Hawaii,Total,White,Partial emp.,Sliding scale,39215.99995,914.7010853,0.02814664
2024,15,Hawaii,Total,White,Partial emp.,Fixed (7%),39215.99995,671.2591823,0.02081149
2024,15,Hawaii,Total,White,Max emp.,Sliding scale,39215.99995,477.0932477,0.01488122
2024,15,Hawaii,Total,White,Max emp.,Fixed (7%),39215.99995,335.7585803,0.01051916
2024,16,Idaho,Total,White,Universal,Sliding scale,238026.1819,8932.69715,0.04369122
2024,16,Idaho,Total,White,Universal,Fixed (7%),238026.1819,6114.999871,0.03032739
2024,16,Idaho,Total,White,Partial emp.,Sliding scale,238026.1819,8509.605856,0.04170813
2024,16,Idaho,Total,White,Partial emp.,Fixed (7%),238026.1819,5770.012486,0.02866547
2024,16,Idaho,Total,White,Max emp.,Sliding scale,238026.1819,5027.694128,0.02507008
2024,16,Idaho,Total,White,Max emp.,Fixed (7%),238026.1819,3292.572247,0.01656136
2024,17,Illinois,Total,White,Universal,Sliding scale,957137.033,20081.63672,0.02334282
2024,17,Illinois,Total,White,Universal,Fixed (7%),957137.033,12882.47816,0.01510091
2024,17,Illinois,Total,White,Partial emp.,Sliding scale,957137.033,19211.09425,0.02235352
2024,17,Illinois,Total,White,Partial emp.,Fixed (7%),957137.033,12147.39126,0.01425152
2024,17,Illinois,Total,White,Max emp.,Sliding scale,957137.033,12621.50544,0.01479952
2024,17,Illinois,Total,White,Max emp.,Fixed (7%),957137.033,7568.881726,0.00892789
2024,18,Indiana,Total,White,Universal,Sliding scale,698236.12,25992.84989,0.04113014
2024,18,Indiana,Total,White,Universal,Fixed (7%),698236.12,18646.85499,0.02985312
2024,18,Indiana,Total,White,Partial emp.,Sliding scale,698236.12,24718.65997,0.03919293
2024,18,Indiana,Total,White,Partial emp.,Fixed (7%),698236.12,17490.97698,0.0280545
2024,18,Indiana,Total,White,Max emp.,Sliding scale,698236.12,16026.23125,0.02576567
2024,18,Indiana,Total,White,Max emp.,Fixed (7%),698236.12,10791.97797,0.01749771
2024,19,Iowa,Total,White,Universal,Sliding scale,369584.8815,8152.609112,0.02372009
2024,19,Iowa,Total,White,Universal,Fixed (7%),369584.8815,5134.910951,0.0150724
2024,19,Iowa,Total,White,Partial emp.,Sliding scale,369584.8815,7836.703718,0.02282193
2024,19,Iowa,Total,White,Partial emp.,Fixed (7%),369584.8815,4841.517682,0.01422346
2024,19,Iowa,Total,White,Max emp.,Sliding scale,369584.8815,5679.603298,0.01664462
2024,19,Iowa,Total,White,Max emp.,Fixed (7%),369584.8815,3310.07903,0.00976833
2024,20,Kansas,Total,White,Universal,Sliding scale,307816.6425,6946.484169,0.02501129
2024,20,Kansas,Total,White,Universal,Fixed (7%),307816.6425,3972.41191,0.01445776
2024,20,Kansas,Total,White,Partial emp.,Sliding scale,307816.6425,6653.402958,0.02398134
2024,20,Kansas,Total,White,Partial emp.,Fixed (7%),307816.6425,3737.07228,0.01361289
2024,20,Kansas,Total,White,Max emp.,Sliding scale,307816.6425,4276.736366,0.01554814
2024,20,Kansas,Total,White,Max emp.,Fixed (7%),307816.6425,2148.616191,0.00787223
2024,21,Kentucky,Total,White,Universal,Sliding scale,500003.8629,15865.6932,0.03635085
2024,21,Kentucky,Total,White,Universal,Fixed (7%),500003.8629,10569.5171,0.02451392
2024,21,Kentucky,Total,White,Partial emp.,Sliding scale,500003.8629,14432.59831,0.03317633
2024,21,Kentucky,Total,White,Partial emp.,Fixed (7%),500003.8629,9332.20566,0.02170651
2024,21,Kentucky,Total,White,Max emp.,Sliding scale,500003.8629,8961.617612,0.02086251
2024,21,Kentucky,Total,White,Max emp.,Fixed (7%),500003.8629,5443.546039,0.01277714
2024,22,Louisiana,Total,White,Universal,Sliding scale,365198.8184,11690.15201,0.03603533
2024,22,Louisiana,Total,White,Universal,Fixed (7%),365198.8184,8017.942303,0.02499858
2024,22,Louisiana,Total,White,Partial emp.,Sliding scale,365198.8184,10985.44387,0.03393676
2024,22,Louisiana,Total,White,Partial emp.,Fixed (7%),365198.8184,7402.585573,0.02312437
2024,22,Louisiana,Total,White,Max emp.,Sliding scale,365198.8184,6882.072057,0.02153339
2024,22,Louisiana,Total,White,Max emp.,Fixed (7%),365198.8184,4432.735383,0.01397675
2024,23,Maine,Total,White,Universal,Sliding scale,158635.1755,5304.970768,0.03764462
2024,23,Maine,Total,White,Universal,Fixed (7%),158635.1755,3779.41639,0.02711264
2024,23,Maine,Total,White,Partial emp.,Sliding scale,158635.1755,4987.971098,0.03547496
2024,23,Maine,Total,White,Partial emp.,Fixed (7%),158635.1755,3494.107494,0.02511731
2024,23,Maine,Total,White,Max emp.,Sliding scale,158635.1755,3233.721107,0.02328912
2024,23,Maine,Total,White,Max emp.,Fixed (7%),158635.1755,2181.287818,0.01582952
2024,24,Maryland,Total,White,Universal,Sliding scale,384503.1354,10107.84179,0.02870814
2024,24,Maryland,Total,White,Universal,Fixed (7%),384503.1354,7107.283839,0.02035951
2024,24,Maryland,Total,White,Partial emp.,Sliding scale,384503.1354,9775.148646,0.02778949
2024,24,Maryland,Total,White,Partial emp.,Fixed (7%),384503.1354,6805.835399,0.01951283
2024,24,Maryland,Total,White,Max emp.,Sliding scale,384503.1354,6570.209957,0.01885001
2024,24,Maryland,Total,White,Max emp.,Fixed (7%),384503.1354,4393.81833,0.01268512
2024,25,Massachusetts,Total,White,Universal,Sliding scale,552943.9215,16736.98889,0.03234451
2024,25,Massachusetts,Total,White,Universal,Fixed (7%),552943.9215,12581.81829,0.0245114
2024,25,Massachusetts,Total,White,Partial emp.,Sliding scale,552943.9215,16079.82055,0.03111404
2024,25,Massachusetts,Total,White,Partial emp.,Fixed (7%),552943.9215,11974.06417,0.02335505
2024,25,Massachusetts,Total,White,Max emp.,Sliding scale,552943.9215,11709.8187,0.02285143
2024,25,Massachusetts,Total,White,Max emp.,Fixed (7%),552943.9215,8478.229352,0.01665006
2024,26,Michigan,Total,White,Universal,Sliding scale,936603.8165,32039.37477,0.03841847
2024,26,Michigan,Total,White,Universal,Fixed (7%),936603.8165,21970.354,0.02666666
2024,26,Michigan,Total,White,Partial emp.,Sliding scale,936603.8165,30461.90258,0.03659614
2024,26,Michigan,Total,White,Partial emp.,Fixed (7%),936603.8165,20563.55328,0.02500183
2024,26,Michigan,Total,White,Max emp.,Sliding scale,936603.8165,18850.16566,0.02296649
2024,26,Michigan,Total,White,Max emp.,Fixed (7%),936603.8165,12043.36426,0.01479599
2024,27,Minnesota,Total,White,Universal,Sliding scale,598112.7233,16991.91078,0.0302189
2024,27,Minnesota,Total,White,Universal,Fixed (7%),598112.7233,12657.08698,0.0226846
2024,27,Minnesota,Total,White,Partial emp.,Sliding scale,598112.7233,16734.08963,0.02977403
2024,27,Minnesota,Total,White,Partial emp.,Fixed (7%),598112.7233,12419.78703,0.02226877
2024,27,Minnesota,Total,White,Max emp.,Sliding scale,598112.7233,12190.91125,0.02186737
2024,27,Minnesota,Total,White,Max emp.,Fixed (7%),598112.7233,8743.004426,0.01578031
2024,28,Mississippi,Total,White,Universal,Sliding scale,236430.6913,5776.090195,0.02813082
2024,28,Mississippi,Total,White,Universal,Fixed (7%),236430.6913,3406.597427,0.01678457
2024,28,Mississippi,Total,White,Partial emp.,Sliding scale,236430.6913,5370.763178,0.02620852
2024,28,Mississippi,Total,White,Partial emp.,Fixed (7%),236430.6913,3037.136448,0.01499149
2024,28,Mississippi,Total,White,Max emp.,Sliding scale,236430.6913,3523.934941,0.01735266
2024,28,Mississippi,Total,White,Max emp.,Fixed (7%),236430.6913,1870.153409,0.00928468
2024,29,Missouri,Total,White,Universal,Sliding scale,673813.2967,21314.92973,0.03508573
2024,29,Missouri,Total,White,Universal,Fixed (7%),673813.2967,14681.41661,0.02443334
2024,29,Missouri,Total,White,Partial emp.,Sliding scale,673813.2967,20245.52693,0.03338419
2024,29,Missouri,Total,White,Partial emp.,Fixed (7%),673813.2967,13729.92086,0.02288606
2024,29,Missouri,Total,White,Max emp.,Sliding scale,673813.2967,13708.09867,0.02285052
2024,29,Missouri,Total,White,Max emp.,Fixed (7%),673813.2967,8856.424195,0.01488346
2024,30,Montana,Total,White,Universal,Sliding scale,130934.4707,5648.633625,0.04841422
2024,30,Montana,Total,White,Universal,Fixed (7%),130934.4707,4388.181001,0.03802169
2024,30,Montana,Total,White,Partial emp.,Sliding scale,130934.4707,5247.492739,0.04513123
2024,30,Montana,Total,White,Partial emp.,Fixed (7%),130934.4707,4046.761513,0.03516747
2024,30,Montana,Total,White,Max emp.,Sliding scale,130934.4707,3457.097499,0.03019787
2024,30,Montana,Total,White,Max emp.,Fixed (7%),130934.4707,2586.859414,0.02276939
2024,31,Nebraska,Total,White,Universal,Sliding scale,224435.2643,7293.9108,0.03523948
2024,31,Nebraska,Total,White,Universal,Fixed (7%),224435.2643,5450.787115,0.0265713
2024,31,Nebraska,Total,White,Partial emp.,Sliding scale,224435.2643,7117.098407,0.03441463
2024,31,Nebraska,Total,White,Partial emp.,Fixed (7%),224435.2643,5283.5213,0.02577694
2024,31,Nebraska,Total,White,Max emp.,Sliding scale,224435.2643,4976.060265,0.02431339
2024,31,Nebraska,Total,White,Max emp.,Fixed (7%),224435.2643,3554.101628,0.01748709
2024,32,Nevada,Total,White,Universal,Sliding scale,155233.89,6613.65544,0.04772784
2024,32,Nevada,Total,White,Universal,Fixed (7%),155233.89,5180.249675,0.03777433
2024,32,Nevada,Total,White,Partial emp.,Sliding scale,155233.89,6365.462645,0.04601916
2024,32,Nevada,Total,White,Partial emp.,Fixed (7%),155233.89,4956.441007,0.0362014
2024,32,Nevada,Total,White,Max emp.,Sliding scale,155233.89,4111.190833,0.0302143
2024,32,Nevada,Total,White,Max emp.,Fixed (7%),155233.89,3207.571307,0.02373094
2024,33,New Hampshire,Total,White,Universal,Sliding scale,146085.0355,4654.542641,0.0346367
2024,33,New Hampshire,Total,White,Universal,Fixed (7%),146085.0355,3155.741493,0.02374827
2024,33,New Hampshire,Total,White,Partial emp.,Sliding scale,146085.0355,4533.893742,0.03376921
2024,33,New Hampshire,Total,White,Partial emp.,Fixed (7%),146085.0355,3047.632213,0.02295337
2024,33,New Hampshire,Total,White,Max emp.,Sliding scale,146085.0355,3368.056122,0.02530559
2024,33,New Hampshire,Total,White,Max emp.,Fixed (7%),146085.0355,2168.569885,0.01644153
2024,34,New Jersey,Total,White,Universal,Sliding scale,602646,17122.94077,0.03128695
2024,34,New Jersey,Total,White,Universal,Fixed (7%),602646,12042.6174,0.02221038
2024,34,New Jersey,Total,White,Partial emp.,Sliding scale,602646,16436.54251,0.03007048
2024,34,New Jersey,Total,White,Partial emp.,Fixed (7%),602646,11433.75465,0.02111116
2024,34,New Jersey,Total,White,Max emp.,Sliding scale,602646,11199.70572,0.02068795
2024,34,New Jersey,Total,White,Max emp.,Fixed (7%),602646,7511.194913,0.01396976
2024,35,New Mexico,Total,White,Universal,Sliding scale,73666.79844,2170.940138,0.03373093
2024,35,New Mexico,Total,White,Universal,Fixed (7%),73666.79844,1510.818786,0.02371757
2024,35,New Mexico,Total,White,Partial emp.,Sliding scale,73666.79844,2009.710824,0.03130425
2024,35,New Mexico,Total,White,Partial emp.,Fixed (7%),73666.79844,1377.21979,0.02166571
2024,35,New Mexico,Total,White,Max emp.,Sliding scale,73666.79844,1040.169046,0.01645063
2024,35,New Mexico,Total,White,Max emp.,Fixed (7%),73666.79844,678.9699195,0.01079983
2024,36,New York,Total,White,Universal,Sliding scale,1236310.203,50843.53476,0.0448607
2024,36,New York,Total,White,Universal,Fixed (7%),1236310.203,40423.44445,0.03599772
2024,36,New York,Total,White,Partial emp.,Sliding scale,1236310.203,48495.38829,0.0428777
2024,36,New York,Total,White,Partial emp.,Fixed (7%),1236310.203,38273.64946,0.03414867
2024,36,New York,Total,White,Max emp.,Sliding scale,1236310.203,31411.29449,0.02819857
2024,36,New York,Total,White,Max emp.,Fixed (7%),1236310.203,24151.77974,0.02182378
2024,37,North Carolina,Total,White,Universal,Sliding scale,900913.3728,22625.45375,0.02902226
2024,37,North Carolina,Total,White,Universal,Fixed (7%),900913.3728,14231.27629,0.01845353
